route_index,trip_id,physical_vehicle_id,vehicle_type,service_node_sequence,customer_sequence,depart_min,depart_time,return_min,return_time,total_weight_kg,total_volume_m3,total_distance_km,fixed_cost,energy_cost,carbon_cost,penalty_cost,total_cost
68,T0068,F1-020,F1,24->74->1,26->54->2,846.3603511571648,14:06,1215.7785541809994,20:16,2533.5893,6.73701,164.61524937454072,400.0,377.7455647610993,82.17827460449907,21.84772044572821,881.7715598113266
69,T0069,F1-008,F1,102,63,1020.3944044720488,17:00,1200.3261664828874,20:00,2897.6633333333334,7.92595,94.3597395863948,0.0,221.98969575530117,48.29369787223244,55.300237897890085,325.5836315254237
70,T0070,E1-005,E1,103,63,1100.3263555081828,18:20,1280.2581175190214,21:20,2897.6633333333334,7.92595,94.3597395863948,0.0,61.027814499309635,12.118114507134258,121.91019709466843,195.05612610111234
71,T0071,E1-001,E1,104,63,1118.167034321635,18:38,1298.0987963324735,21:38,2897.6633333333334,7.92595,94.3597395863948,0.0,61.027814499309635,12.118114507134258,136.77742943921186,209.92335844565577
72,T0072,F1-021,F1,110->140->21->148,65->89->19->98,889.3592018921706,14:49,1418.7328067675148,23:39,2265.3157666666666,5.333366666666667,242.1151218812102,400.0,504.1301819053853,109.67315672187394,52.696832636409496,1066.5001712636688
73,T0073,F1-017,F1,108,65,1071.8874830021591,17:52,1239.1324624011972,20:39,2184.1955666666668,4.921436666666667,86.8745378454326,0.0,196.2327371745879,42.69029014840855,85.42497725139849,324.34800457439496
74,T0074,E1-006,E1,109,65,1147.9037311238658,19:08,1315.148710522904,21:55,2184.1955666666668,4.921436666666667,86.8745378454326,0.0,54.1863908998027,10.759633046658994,148.77185068615404,213.71787463261575
75,T0075,F1-005,F1,58,48,1090.4062023708273,18:10,1231.689837206551,20:32,2866.2425333333335,6.516393333333333,71.557344553077,0.0,168.04948616539127,36.559044260330296,85.87334982390757,290.48188024962917
76,T0076,F1-001,F1,59,48,1097.0856875658444,18:17,1238.369322401568,20:38,2866.2425333333335,6.516393333333333,71.557344553077,0.0,168.04948616539127,36.559044260330296,91.43958748642187,296.0481179121434
77,T0077,F1-004,F1,60,48,1099.3514724632396,18:19,1240.6351072989632,20:41,2866.2425333333335,6.516393333333333,71.557344553077,0.0,168.04948616539127,36.559044260330296,93.32774156758452,297.9362719933061
78,T0078,F1-002,F1,23,25,1109.186425155113,18:29,1243.5632231226284,20:44,2528.1351,5.33839,67.482310800834,0.0,155.4803127505009,33.82462966808039,97.81235344905895,287.1172958676402
79,T0079,F1-022,F1,142->75,91->54,900.949444671526,15:01,1222.8906369131187,20:23,2543.3211,6.94866,157.29029598767107,400.0,350.988112402466,76.3572101823788,5.115823409530245,832.461145994375
80,T0080,E1-010,E1,31,31,1170.722845849144,19:31,1369.0569144924139,22:49,2257.2069333333334,5.148423333333334,105.2171004995292,0.0,65.8751445709429,13.080634652150946,161.5749001423158,240.53067936540964
81,T0081,E1-002,E1,32,31,1173.136425975933,19:33,1371.4704946192028,22:51,2257.2069333333334,5.148423333333334,105.2171004995292,0.0,65.8751445709429,13.080634652150946,163.58621691463992,242.54199613773375
82,T0082,F1-018,F1,49,43,1110.815728821027,18:31,1261.6243311687442,21:02,2530.79035,6.80844,77.177075385153,0.0,177.84414052503087,38.68986423734755,66.0166916624047,282.5506964247831
83,T0083,F1-009,F1,50,43,1115.7276305548376,18:36,1266.5362329025547,21:07,2530.79035,6.80844,77.177075385153,0.0,177.84414052503087,38.68986423734755,70.10994310724679,286.6439478696252
84,T0084,E1-009,E1,51,44,1193.6991088656691,19:54,1370.864872280576,22:51,2276.15445,5.812015,92.727800414795,0.0,58.11244744106249,11.539218603159757,136.06832547760217,205.71999152182443
85,T0085,E1-007,E1,52,44,1198.6298014789897,19:59,1375.7955648938967,22:56,2276.15445,5.812015,92.727800414795,0.0,58.11244744106249,11.539218603159757,140.17723598870268,209.82890203292493
86,T0086,F1-011,F1,66,51,1142.5707289510592,19:03,1297.7184777267753,21:38,1704.19215,4.879655,79.7371717776724,0.0,175.07980427126546,38.088484883218605,75.95383611576437,289.12212527024843
87,T0087,F1-023,F1,29->131->120,29->80->71,972.707538472409,16:13,1305.6121059993168,21:46,2913.8199,8.97232,158.307076865841,400.0,365.76758078118667,79.57247284655631,1.5291626977596025,846.8692163255025
88,T0088,F1-012,F1,26,27,1142.5707289510592,19:03,1428.3469856325469,23:48,1616.80205,3.819855,156.8079914420778,0.0,342.50379359766185,74.5114527582929,107.04904774316921,524.064294099124
89,T0089,F1-003,F1,44,40,1145.8933326971703,19:06,1350.4497928137641,22:30,2691.1358,7.9507,108.8883114687904,0.0,253.21342484914865,55.08639757017189,78.47630229622268,386.77612471554323
90,T0090,F1-007,F1,77,55,1150.7667863011995,19:11,1394.642399856141,23:15,2439.52946,6.159698000000001,132.0866119974154,0.0,302.79124351400054,65.87201618917261,92.2538275655586,460.91708726873173
91,T0091,F1-013,F1,78,55,1178.140702491963,19:38,1422.0163160469046,23:42,2439.52946,6.159698000000001,132.0866119974154,0.0,302.79124351400054,65.87201618917261,115.06542439119491,483.7286840943681
